campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
WOMEN  Seamless  Everyday,Adset-2 Broad,2025-06-03,201.43,85921,704.0,0.008193573166047881,24,620.2,3.0789852554237207,Carousel,Seamless confidence for every day — new women boyshorts.,Broad,Instagram,UK
WOMEN Seamless Everyday,Adset-2 Broad,2025-07-03,443.3,69097,664.0,0.009609679146706804,16,501.79,1.13194225129709,Image,Doctors recommend breathable microfiber — meet our women bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-08-03,701.32,436166,3082.0,0.007066117028837644,95,3030.84,4.3216220840700394,Image,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Broad,Instagram,UK
women seamless everyday,Adset-2 Broad,2025-09-03,349.41,153798,1613.0,0.01048778267597758,0,2866.03,8.202484187630578,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-2 Broad,2025-10-03,755.09,45160,349.0,0.007728077945084145,12,543.65,0.7199803996874544,Video,"Ultra‑soft waistband, no marks — premium women panties.",Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,2025-11-03,909.45,32293,239.0,0.007400984733533583,7,269.75,0.2966078399032382,Image,Breathable microfiber that moves with you — limited offer on women sports bras.,Lookalike,Instagram,US
Women Seamless Everyday,Adset-2 Broad,2025-12-03,351.44,483706,3462.0,0.00715724014173899,148,3607.94,10.266162076030048,Carousel,"Push comfort, not wires — everyday women bras.",Retargeting,Facebook,US
women seamless everyday,Adset-2 Broad,,301.77,348413,2778.0,0.007973296059561498,66,1749.6,5.7977930211750675,Carousel,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-2 Broad,,124.46,315622,2014.0,0.006381050750581391,31,0.0,0.0,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Lookalike,Facebook,US
WomenSeamless Everyday,Adset-2 Broad,,506.72,438130,4803.0,0.01096249971469655,126,5269.39,10.399017208714872,Image,Breathable modal that moves with you — limited offer on women bras.,Lookalike,Facebook,US
Women Seamless Everyday,Adset-2 Broad,,191.12,428817,3682.0,0.008586413318501832,126,5250.82,27.473943072415235,Image,"Push comfort, not wires — everyday women bras.",Broad,Instagram,US
women seamless everyday,Adset-2 Broad,,228.41,107621,849.0,0.007888794937790952,29,656.27,2.8732104548837616,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Lookalike,Facebook,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,,741.55,428303,2205.0,0.005148224504614724,46,1999.55,2.6964466320544807,Video,Cooling mesh panels for workouts — women bras you’ll actually love.,Broad,Facebook,US
Women Seamless Everyday,Adset-2 Broad,,515.5,355017,0.0,0.0,112,2972.48,5.766207565470417,UGC,Invisible under tees — seamless women sports bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,,1106.17,448168,4084.0,0.00911265418325271,124,3549.83,3.2091179475125884,Image,Invisible under tees — seamless women bras.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,,727.11,40556,301.0,0.007421836473024953,8,360.45,0.49572966951355363,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,,1010.71,306534,2580.0,0.008416684609211376,59,1797.95,1.7788980023943564,UGC,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Lookalike,Instagram,IN
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,,151.18,266314,1559.0,0.005853991904293428,49,1488.8,9.847863474004496,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-2 Broad,,718.44,313591,1526.0,0.004866211083864014,52,1982.6,2.759590223261511,Video,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-2 Broad,,347.04,192110,1219.0,0.0063453229920358125,23,1263.86,3.6418280313508524,Video,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,,622.21,345533,3068.0,0.00887903615573621,99,4590.19,7.377235981421062,Image,Stretch that snaps back — durable women wire‑free bras.,Broad,Instagram,US
WOMEN  Seamless  Everyday,Adset-2 Broad,,102.39,85084,744.0,0.00874429975083447,20,1012.82,9.891786307256568,Image,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Facebook,US
women seamless-everyday,Adset-2 Broad,,286.52,338861,3031.0,0.00894467052862383,104,4743.39,16.555179394108617,Image,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-2 Broad,,509.27,31815,165.0,0.005186232909005186,0,259.83,0.5102008757633475,Video,"Push comfort, not wires — everyday women panties.",Broad,Instagram,IN
women seamless everyday,Adset-2 Broad,,232.0,354541,2486.0,0.007011882969811672,84,2171.66,9.360603448275862,Carousel,Summer‑ready essentials — sweat‑wicking women bras.,Lookalike,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-2 Broad,,544.39,230512,2092.0,0.00907544943430277,37,1829.16,3.360017634416503,Image,Doctors recommend breathable modal — meet our women boyshorts.,Broad,Facebook,UK
women seamless everyday,Adset-3 Broad,2025-01-01,1003.07,456369,3031.0,0.006641555408014129,96,3038.2,3.0289012730916083,Video,Confidence starts inside — elevate with women panties.,Lookalike,Instagram,UK
WOMEN Seamless Eeryday,Adset-3 Broad,2025-02-01,272.79,377449,3623.0,0.009598647764333725,101,4500.88,16.499431797353274,Video,Doctors recommend breathable organic cotton — meet our women wire‑free bras.,Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-3 Broad,2025-03-01,770.93,343358,3470.0,0.01010607004933626,64,1446.97,1.8769148949969519,UGC,"Push comfort, not wires — everyday women sports bras.",Lookalike,Instagram,IN
WOMEN Seamless Everyday,Adset-3 Broad,2025-04-01,846.84,146706,1287.0,0.008772647335487301,48,1290.57,1.523983279013745,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Lookalike,Instagram,UK
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,2025-05-01,773.58,164106,1180.0,0.007190474449441215,31,1104.2,1.4273895395434215,Image,"All‑day comfort, zero pinch — try our women sports bras!",Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-3 Broad,2025-06-01,350.04,512977,3991.0,0.007780075909836114,151,8370.76,23.913724145811905,Image,"Push comfort, not wires — everyday women sports bras.",Retargeting,Instagram,US
Women Seamless Everyday,Adset-3 Broad,2025-07-01,1059.36,238510,2847.0,0.011936606431596159,95,2684.96,2.534511403111313,Image,Confidence starts inside — elevate with women sports bras.,Broad,Facebook,US
women seamless everyday,Adset-3 Broad,2025-08-01,406.76,283678,1976.0,0.006965644145827311,56,2877.17,7.073384796931852,Video,Invisible under tees — seamless women boyshorts.,Broad,Facebook,US
WOMEN  Seamless  Everyday,Adset-3 Broad,2025-09-01,726.77,462390,0.0,0.0,95,3517.45,4.839839288908458,Carousel,Doctors recommend breathable cotton — meet our women boyshorts.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-3 Broad,2025-10-01,295.42,269070,2079.0,0.0077266138922956855,76,2065.65,6.992248324419471,Image,Cooling mesh panels for workouts — women bras you’ll actually love.,Lookalike,Facebook,UK
WOMEN Seamless Everyday,Adset-3 Broad,2025-11-01,115.31,243340,1766.0,0.007257335415468069,49,2344.67,20.333622409157922,Carousel,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Broad,Instagram,IN
Women Seamless Everyday,Adset-3 Broad,2025-12-01,689.2,310923,2696.0,0.008670957118000276,66,2944.2,4.27190946024376,Video,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Broad,Facebook,US
women seamless everyday,Adset-3 Broad,,259.4,143216,1529.0,0.010676181432242207,0,1906.55,7.349845797995375,Video,Doctors recommend breathable organic cotton — meet our women panties.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,133.07,517787,5072.0,0.009795533684700465,85,3601.51,27.06477793642444,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Lookalike,Facebook,US
Women Seamless Everyday,Adset-3 Broad,,851.91,377099,3032.0,0.00804032893219022,127,4915.12,5.7695296451503095,Video,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Instagram,US
women seamless everyday,Adset-3 Broad,,742.12,332824,2882.0,0.008659231305434703,76,1943.26,2.6185253058804507,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,,517.56,123999,884.0,0.007129089750723796,20,951.5,1.8384341912048847,UGC,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Instagram,IN
WOMEN_Seamless_Everyday,Adset-3 Broad,,679.66,156985,670.0,0.0042679236869764626,21,647.56,0.9527705028985081,Image,Hot & comfy: women bras now 20% off — feel the difference.,Broad,Instagram,US
WOMEN_Seamless_Everyday,Adset-3 Broad,,961.41,324165,2002.0,0.006175867228109142,0,1800.9,1.8731862576840268,UGC,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Instagram,UK
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,0.0,220852,2281.0,0.010328183579953996,76,0.0,0.0,Image,Doctors recommend breathable modal — meet our women bras.,Retargeting,Facebook,IN
WOMEN_Seamless_Everyday,Adset-3 Broad,,397.26,86477,843.0,0.009748256761913572,22,519.53,1.3077833157126315,Image,"All‑day comfort, zero pinch — try our women panties!",Lookalike,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,812.38,423955,4104.0,0.009680272670448515,129,4725.61,5.816994509958393,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,UK
WOMEN  Seamless  Everyday,Adset-3 Broad,,447.42,473142,5150.0,0.010884681554374796,192,9788.98,21.87872692324885,Video,"All‑day comfort, zero pinch — try our women sports bras!",Retargeting,Facebook,US
WOMEN  -eamless  Everyday,Adset-3 Broad,,128.41,88153,857.0,0.00972173380372761,36,1628.11,12.67899696285336,Image,3‑pack deal ends tonight — upgrade your women drawer with bras.,Lookalike,Facebook,IN
women seamess everyday,Adset-3 Broad,,360.69,84675,650.0,0.007676409802184824,18,827.53,2.294297041781031,UGC,3‑pack deal ends tonight — upgrade your women drawer with panties.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-3 Broad,,129.1,267635,3414.0,0.012756179124553964,75,3400.29,26.338419829589466,Image,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-3 Broad,,1079.2,323463,2699.0,0.008344076447692627,77,3431.58,3.179744255003706,Image,"All‑day comfort, zero pinch — try our women panties!",Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,662.98,243118,1908.0,0.007848040869043017,57,2374.9,3.582159341156596,UGC,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
Women Seamless Everyday,Adset-3 Broad,,365.87,62412,453.0,0.007258219573159008,15,718.8,1.9646322464263262,Carousel,Seamless confidence for every day — new women bras.,Retargeting,Instagram,IN
Women Seamless Everyday,Adset-3 Broad,,822.77,130714,1085.0,0.008300564591398014,23,1096.91,1.333191535909185,Image,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,176.29,313536,2700.0,0.008611451316595223,58,2738.33,15.533098871178172,UGC,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,2025-01-02,850.56,487570,4581.0,0.009395573968866009,146,6027.58,7.086601768246802,Video,Seamless confidence for every day — new women wire‑free bras.,Lookalike,Facebook,UK
women seamless everyday,Adset-3 Broad,2025-02-02,393.5,261078,2101.0,0.008047403457970415,76,3017.92,7.669428208386277,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Retargeting,Instagram,IN
WOMEN Seamless Everyday,Adset-3 Broad,2025-03-02,317.4,66265,712.0,0.010744737040670038,23,645.82,2.0347195967233778,Image,Confidence starts inside — elevate with women bras.,Retargeting,Facebook,US
Women Seamless Eve yday,Adset-3 Broad,2025-04-02,285.28,176157,0.0,0.0,86,3276.85,11.486434380257993,Carousel,"Push comfort, not wires — everyday women sports bras.",Lookalike,Instagram,US
Women Seamless Everyday,Adset-3 Broad,2025-05-02,315.75,244544,2607.0,0.010660658204658467,63,2994.68,9.484338875692794,UGC,Doctors recommend breathable bamboo — meet our women boyshorts.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-06-02,449.56,406139,4635.0,0.011412348974119697,81,2379.72,5.293442477088709,Image,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-07-02,358.2,174166,1425.0,0.008181849499902392,40,1589.96,4.438749302065885,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Instagram,US
Women Seamless Everyday,Adset-3 Broad,2025-08-02,389.91,508056,4400.0,0.008660462626167193,120,3805.29,9.7594060167731,Image,Invisible under tees — seamless women panties.,Broad,Instagram,IN
WOMEN_Seamless_Everyday,Adset-3 Broad,2025-09-02,229.91,38428,479.0,0.012464869366087228,18,726.3,3.15906224174677,UGC,Invisible under tees — seamless women boyshorts.,Retargeting,Facebook,US
WOMEN_Seamless_Everyday,Adset-3 Broad,2025-10-02,180.19,202993,1624.0,0.008000275871581778,58,1313.64,7.290304678395028,Carousel,Invisible under tees — seamless women boyshorts.,Broad,Instagram,IN
women seamless everyday,Adset-3 Broad,2025-11-02,752.51,248918,1655.0,0.006648775902104307,41,0.0,0.0,Video,Summer‑ready essentials — sweat‑wicking women boyshorts.,Lookalike,Instagram,UK
WOMEN Seamless Everyday,Adset-3 Broad,2025-12-02,415.41,286430,3016.0,0.010529623293649409,123,3391.39,8.163958498832478,UGC,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Retargeting,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,,282.32,260387,1582.0,0.006075572129176956,46,1104.61,3.9126168886370074,Video,Seamless confidence for every day — new women bras.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-3 Broad,,83.31,39690,0.0,0.0,11,464.39,5.574240787420478,Image,Seamless confidence for every day — new women wire‑free bras.,Lookalike,Instagram,IN
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,682.13,118739,1061.0,0.008935564557559016,26,698.95,1.0246580563822145,Image,Hot & comfy: women boyshorts now 20% off — feel the difference.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,631.2,409634,3800.0,0.00927657372190785,112,3445.56,5.458745247148289,Image,Confidence starts inside — elevate with women boyshorts.,Broad,Instagram,US
women s amless everyday,Adset-3 Broad,,809.32,216483,2360.0,0.010901548851410965,70,1767.86,2.184377007858449,UGC,Breathable cotton that moves with you — limited offer on women wire‑free bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,371.71,216348,1745.0,0.008065708950394735,41,1493.83,4.018804982378736,Carousel,Hot & comfy: women boyshorts now 20% off — feel the difference.,Broad,Instagram,UK
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,233.63,201663,1569.0,0.007780306749378915,48,1384.98,5.928091426614733,Image,Stretch that snaps back — durable women wire‑free bras.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,162.59,331128,0.0,0.0,89,0.0,0.0,Image,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Facebook,IN
WOMEN Seamless Everyday,Adset-3 Broad,,389.45,339260,3348.0,0.009868537404940163,161,7929.15,20.35986647836693,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Retargeting,Facebook,IN
WOMEN Seamless Everyday,Adset-3 Broad,,236.55,377816,3338.0,0.008834988459991106,75,2561.19,10.82726696258719,UGC,Doctors recommend breathable modal — meet our women wire‑free bras.,Broad,Instagram,US
Women Seamless Everyday,Adset-3 Broad,,839.79,436835,2882.0,0.006597456705621115,79,4529.16,5.393205444218197,Video,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,US
WOMEN  Seamless  Everyday,Adset-3 Broad,,549.91,336218,3724.0,0.01107614702365727,101,2460.62,4.474586750559182,Image,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Facebook,US
WOMEN  Seamless  Everyday,Adset-3 Broad,,415.79,440589,3187.0,0.007233498793660305,91,4498.93,10.820197695952285,Video,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-3 Broad,,181.03,300956,2437.0,0.00809752920692726,83,4714.17,26.04082196321052,Video,"Push comfort, not wires — everyday women bras.",Lookalike,Facebook,IN
WOMEN  Seamless  Everyday,Adset-3 Broad,,867.59,452993,3939.0,0.008695498605938724,100,4808.41,5.54226074528291,Image,Breathable organic cotton that moves with you — limited offer on women panties.,Broad,Instagram,US
Women Seamless Everyday,Adset-3 Broad,,864.25,258515,2062.0,0.007976326325358296,73,2594.63,3.0021752964998556,Image,Summer‑ready essentials — sweat‑wicking women boyshorts.,Lookalike,Instagram,US
WOMEN  Seamless  Everyday,Adset-3 Broad,2025-01-03,499.99,278321,1368.0,0.004915187858623675,29,927.73,1.8554971099421989,Carousel,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Facebook,UK
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,2025-02-03,602.57,341041,2083.0,0.006107770033515032,55,2290.58,3.8013508803956384,Video,Confidence starts inside — elevate with women boyshorts.,Broad,Instagram,UK
WOMEN  Seamless- Everyday,Adset-3 Broad,2025-03-03,0.0,249075,2133.0,0.00856368563685637,66,2029.66,0.0,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Lookalike,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-04-03,254.26,108486,507.0,0.0046734140810795865,13,401.81,1.5803114921733659,Video,"Push comfort, not wires — everyday women bras.",Broad,Facebook,US
Women Semless Everyday,Adset-3 Broad,2025-05-03,445.09,151022,1705.0,0.011289745864840883,66,1469.48,3.3015345211080906,Carousel,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-06-03,94.02,479751,4339.0,0.009044275051016048,134,7506.76,79.84216124228888,Image,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,2025-07-03,188.08,250660,2321.0,0.009259554775392963,95,3310.16,17.599744789451297,Carousel,Stretch that snaps back — durable women boyshorts.,Broad,Facebook,UK
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,2025-08-03,586.56,433743,2325.0,0.005360317054108078,82,4565.66,7.783790234588108,Video,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,2025-09-03,92.7,245484,2599.0,0.010587248048752669,98,3143.02,33.90528586839266,UGC,"Push comfort, not wires — everyday women sports bras.",Broad,Instagram,US
WMEN Seamless Everyday,Adset-3 Broad,2025-10-03,138.86,222142,2182.0,0.009822545939084009,75,4324.74,31.144606078064232,Carousel,Summer‑ready essentials — sweat‑wicking women sports bras.,Broad,Facebook,IN
WOMEN  Seamless  Everyday,Adset-3 Broad,2025-11-03,570.18,447330,2553.0,0.005707196029776675,82,2404.76,4.217545336560385,UGC,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,UK
WOMEN Seamless Everydy,Adset-3 Broad,2025-12-03,153.97,463408,2438.0,0.005261022684114215,53,2143.07,13.918750405923232,Video,Doctors recommend breathable organic cotton — meet our women wire‑free bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,241.03,207860,1710.0,0.008226691042047532,65,3742.79,15.52831597726424,Carousel,Seamless confidence for every day — new women sports bras.,Retargeting,Facebook,UK
WOMEN  Seamless  Everyday,Adset-3 Broad,,87.49,145235,762.0,0.005246669191310635,21,1178.36,13.46851068693565,Video,Summer‑ready essentials — sweat‑wicking women sports bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,983.3,490169,5723.0,0.011675564958208292,163,8131.66,8.269765076782264,Carousel,Summer‑ready essentials — sweat‑wicking women bras.,Lookalike,Facebook,US
WOMEN_Seamless_Everyday,Adset-3 Broad,,452.3,76077,379.0,0.004981794760571526,11,0.0,0.0,Image,Seamless confidence for every day — new women panties.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-3 Broad,,799.95,257980,1989.0,0.007709899992247461,57,2979.93,3.7251453215825987,UGC,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Broad,Facebook,IN
women seamless everyday,Adset-3 Broad,,332.42,109151,706.0,0.006468103819479437,30,946.45,2.847151194272306,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Retargeting,Instagram,US
WOMEN  Seamless  Everyday,Adset-3 Broad,,862.22,285365,1763.0,0.006178052669388328,57,2582.71,2.99541880262578,Video,Doctors recommend breathable cotton — meet our women sports bras.,Broad,Instagram,US
women seamless everyday,Adset-3 Broad,,807.91,481726,3792.0,0.00787169469781577,108,4429.55,5.482727036427325,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Broad,Facebook,US
women seamless everyday,Adset-3 Broad,,566.63,110978,797.0,0.007181603561066157,22,820.1,1.4473289448140763,Image,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,523.56,163854,1176.0,0.007177121095609506,30,1703.3,3.253304301321721,Image,No ride‑up guarantee — best‑selling women sports bras back in stock.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,195.38,114197,920.0,0.008056253666908939,29,726.5,3.71839492271471,Video,"All‑day comfort, zero pinch — try our women bras!",Retargeting,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,973.89,476890,3341.0,0.007005808467361446,110,2627.24,2.6976763289488543,Video,Confidence starts inside — elevate with women wire‑free bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-3 Broad,,313.38,381398,3712.0,0.009732615273284076,117,5912.18,18.865849767055973,Carousel,Confidence starts inside — elevate with women boyshorts.,Retargeting,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,,89.87,24607,223.0,0.009062461901085056,10,419.66,4.669633915655948,Video,Seamless confidence for every day — new women bras.,Retargeting,Facebook,US
WOMEN_Seamless_Everyday,Adset-3 Broad,,436.19,107757,739.0,0.006858023144668096,18,758.32,1.7385084481533277,UGC,Confidence starts inside — elevate with women boyshorts.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-3 Broad,,0.0,277090,2439.0,0.008802194232920712,92,3237.14,0.0,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Retargeting,Instagram,US
WOMEN_Seamless_Everyday,Adset-3 Broad,,283.62,192946,1069.0,0.005540410270231049,33,1185.12,4.178548762428601,Video,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Facebook,US
women seamless everyday,Adset-3 Broad,,312.91,14979,155.0,0.010347820281727753,4,0.0,0.0,Carousel,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-3 Broad,,1267.19,387698,1555.0,0.004010853808892489,34,1324.14,1.044941958190958,Video,Summer‑ready essentials — sweat‑wicking women boyshorts.,Broad,Instagram,US
WOMEN_Seamless_Everyday,Adset-4 WC,2025-01-01,207.72,242611,1788.0,0.007369822473012353,36,1762.7,8.485942615058732,Video,Doctors recommend breathable microfiber — meet our women panties.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-4 WC,2025-02-01,1137.18,307447,2835.0,0.009221101523189362,118,4150.89,3.650160924391917,Carousel,Breathable microfiber that moves with you — limited offer on women boyshorts.,Lookalike,Facebook,US
women seamless everyday,Adset-4 WC,2025-03-01,247.94,284724,2218.0,0.007790000140486928,92,2844.75,11.473541985964346,Image,Doctors recommend breathable cotton — meet our women panties.,Retargeting,Instagram,UK
WOMEN Seamless Everyday,Adset-4 WC,2025-04-01,347.3,69521,704.0,0.01012643661627422,31,1595.29,4.593406276993953,Image,Confidence starts inside — elevate with women wire‑free bras.,Lookalike,Instagram,US
Women Seamless Everyday,Adset-4 WC,2025-05-01,910.32,363982,4421.0,0.012146205032116972,137,5046.07,5.543182617101678,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Broad,Facebook,UK
WOMEN_Seamless_Everyday,Adset-4 WC,2025-06-01,739.54,183703,1325.0,0.007212729242309598,39,977.91,1.3223219839359601,Video,Invisible under tees — seamless women sports bras.,Broad,Facebook,UK
WOMEN_Seamless_Everyday,Adset-4 WC,2025-07-01,1023.09,415420,4427.0,0.010656684800924366,124,3922.87,3.834335200226764,Video,"All‑day comfort, zero pinch — try our women wire‑free bras!",Lookalike,Facebook,UK
WOMEN Seamless Everyday,Adset-4 WC,2025-08-01,622.65,448362,4270.0,0.00952355462773384,97,2969.88,4.769742230787762,UGC,Stretch that snaps back — durable women bras.,Lookalike,Facebook,US
WOMENSeamless Everyday,Adset-4 WC,2025-09-01,140.67,174848,1590.0,0.009093612737920937,38,1618.88,11.508352882633115,Video,3‑pack deal ends tonight — upgrade your women drawer with panties.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-4 WC,2025-10-01,689.75,396448,3007.0,0.007584853499071757,105,2884.49,4.1819354838709675,Image,Stretch that snaps back — durable women panties.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-4 WC,2025-11-01,447.64,137144,0.0,0.0,59,2477.45,5.5344696631221515,Image,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Retargeting,Facebook,US
WOMEN Seamless Everyday,Adset-4 WC,2025-12-01,541.89,169159,1546.0,0.009139330452414593,31,1288.53,2.3778442119249292,Video,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-4 WC,,948.35,355935,2864.0,0.008046412968660007,105,4811.83,5.07389676807086,UGC,"Ultra‑soft waistband, no marks — premium women boyshorts.",Lookalike,Instagram,IN
Women Seamless Everyday,Adset-4 WC,,564.98,204509,1551.0,0.007584018307262761,54,2995.77,5.302435484441927,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
WOMEN_Seamless_Everyday,Adset-4 WC,,477.35,62061,603.0,0.009716246918354522,0,739.94,1.5500995076987536,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
women seamless everyday,Adset-4 WC,,0.0,404311,3484.0,0.0086171288933519,0,4693.5,0.0,Image,"Ultra‑soft waistband, no marks — premium women boyshorts.",Retargeting,Facebook,UK
WOMEN  Seamless  Everyday,Adset-4 WC,,227.59,57568,398.0,0.006913563090605892,11,611.65,2.687508238499055,Video,"Push comfort, not wires — everyday women bras.",Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-4 WC,,559.23,13945,107.0,0.0076730010756543565,4,156.7,0.28020671280153064,Image,Confidence starts inside — elevate with women panties.,Broad,Facebook,IN
WOMEN  Seamless  Everyday,Adset-4 WC,,592.8,219210,2153.0,0.009821632224807262,46,1014.37,1.711150472334683,Carousel,"All‑day comfort, zero pinch — try our women sports bras!",Retargeting,Instagram,US
